,世帯数分布(抽出率調整),集計世帯数,世帯人員(人),18歳未満人員(人),65歳以上人員(人),うち無職者人員(人),有業人員(人),世帯主の年齢(歳),持家率(％),家賃・地代を支払っている世帯の割合(％),消費支出,食料,穀類,米,パン,麺類,他の穀類,魚介類,生鮮魚介,塩干魚介,魚肉練製品,他の魚介加工品,肉類,生鮮肉,加工肉,乳卵類,牛乳,乳製品,卵,野菜・海藻,生鮮野菜,乾物・海藻,大豆加工品,他の野菜・海藻加工品,果物,生鮮果物,果物加工品,油脂・調味料,油脂,調味料,菓子類,調理食品,主食的調理食品,他の調理食品,飲料,茶類,コーヒー・ココア,他の飲料,酒類,外食,一般外食,学校給食,住居,家賃地代,設備修繕・維持,設備材料,工事その他のサービス,光熱・水道,電気代,ガス代,他の光熱,上下水道料,家具・家事用品,家庭用耐久財,家事用耐久財,冷暖房用器具,一般家具,室内装備・装飾品,寝具類,家事雑貨,家事用消耗品,家事サービス,被服及び履物,和服,洋服,男子用洋服,婦人用洋服,子供用洋服,シャツ・セーター類,男子用シャツ・セーター類,婦人用シャツ・セーター類,子供用シャツ・セーター類,下着類,男子用下着類,婦人用下着類,子供用下着類,生地・糸類,他の被服,履物類,被服関連サービス,保健医療,医薬品,健康保持用摂取品,保健医療用品・器具,保健医療サービス,交通・通信,交通,自動車等関係費,自動車等購入,自転車購入,自動車等維持,通信,教育,授業料等,教科書・学習参考教材,補習教育,教養娯楽,教養娯楽用耐久財,教養娯楽用品,書籍・他の印刷物,教養娯楽サービス,宿泊料,パック旅行費,月謝類,他の教養娯楽サービス,その他の消費支出,諸雑費,理美容サービス,理美容用品,身の回り用品,たばこ,他の諸雑費,こづかい(使途不明),交際費,贈与金,他の交際費,仕送り金,財・サービス支出計,財(商品),耐久財,半耐久財,非耐久財,サービス,食料(財・サービス),非耐久財(食料),サービス(食料),住居(財・サービス),耐久財(住居),半耐久財(住居),サービス(住居),家具・家事用品(財・サービス),耐久財(家具・家事用品),半耐久財(家具・家事用品),非耐久財(家具・家事用品),サービス(家具・家事用品),被服及び履物(財・サービス),半耐久財(被服及び履物),サービス(被服及び履物),保健医療(財・サービス),耐久財(保健医療),半耐久財(保健医療),非耐久財(保健医療),サービス(保健医療),交通・通信(財・サービス),耐久財(交通・通信),半耐久財(交通・通信),非耐久財(交通・通信),サービス(交通・通信),教育(財・サービス),非耐久財(教育),サービス(教育),教養娯楽(財・サービス),耐久財(教養娯楽),半耐久財(教養娯楽),非耐久財(教養娯楽),サービス(教養娯楽),諸雑費(財・サービス),耐久財(諸雑費),半耐久財(諸雑費),非耐久財(諸雑費),サービス(諸雑費),調整集計世帯数,教養娯楽関係費,耐久財(教養娯楽関係費),他の教養娯楽関係費,読書,聴視・観覧,旅行,スポーツ,月謝,会費・つきあい費,その他の教養娯楽,消費支出(再掲),基礎的支出,選択的支出
2005-10-01,10000,7913,3.17,0.63,0.62,0.49,1.42,54.9,76.7,21.3,300146,74585,7842,4078,2199,1222,343,7346,4504,1332,750,760,6190,4945,1245,3486,1621,1128,737,8776,5447,773,1208,1348,3150,3035,115,3173,291,2882,5509,8471,3505,4966,3670,998,700,1972,3640,13332,12281,1052,17478,10966,6512,2096,4417,18802,8607,4077,862,5256,11251,3602,1768,980,854,1344,963,2227,2129,986,15308,533,6118,1887,3449,783,3249,1003,1924,322,1396,470,742,184,168,1086,1713,1046,12692,1700,1576,2123,7293,39488,6767,21673,5792,189,15692,11049,13967,11537,197,2233,32231,3439,6018,4597,18177,1644,5468,3236,7828,64343,24395,3003,3834,2218,1193,14148,16613,14074,10650,3424,9261,260198,147161,17294,25774,104093,113037,74585,61252,13332,17478,1752,344,15382,11251,4493,3643,2129,986,15308,14263,1046,12692,846,426,4128,7293,39488,6152,1709,5754,25873,13967,197,13770,32231,3274,3169,7061,18727,24395,777,2220,4770,16628,723798,35693,3594,32099,4597,2877,10243,2560,3084,1115,7623,300146,166465,133681
2005-11-01,10000,7897,3.17,0.64,0.62,0.49,1.42,54.9,76.7,21.4,283603,71173,6514,2759,2154,1230,371,7398,4443,1383,778,795,6223,4916,1307,3308,1508,1074,725,8139,4824,840,1195,1281,2972,2850,122,3324,349,2975,5412,8273,3411,4862,3386,966,717,1704,3536,12687,11606,1081,21813,10816,10997,3374,7623,19445,7835,4747,1746,5117,10386,3074,1413,1173,488,1431,923,2125,1974,859,15806,990,6155,2119,3230,805,3075,932,1901,242,1483,474,839,170,200,1262,1590,1051,13631,1828,1228,2148,8427,36092,5500,17638,2977,179,14481,12954,10386,8000,131,2254,29671,3008,6271,4605,15787,1447,4284,3137,6918,55200,21467,2764,4092,2121,1080,11411,15053,12996,9854,3142,5684,249870,142178,14564,26341,101273,107692,71173,58486,12687,21813,2779,595,18439,10386,3993,3560,1974,859,15806,14755,1051,13631,903,382,3919,8427,36092,3377,1513,5436,25766,10386,131,10254,29671,2869,3563,7005,16234,21467,642,1974,4876,13975,722860,32581,3055,29526,4605,1922,8725,2501,2837,1079,7857,283603,166842,116761
2005-12-01,10000,7909,3.17,0.63,0.62,0.5,1.41,55.1,76.8,21.3,346003,96482,8406,3061,2143,1744,1459,13450,7301,2715,1619,1815,8736,6608,2128,3560,1568,1192,800,10248,5647,1591,1305,1706,3946,3575,371,4155,564,3591,7794,11926,3819,8107,4202,1261,1016,1924,5758,14301,13274,1027,22565,11230,11334,2986,8348,23982,8947,5943,4139,4953,14370,5029,2562,2041,426,1160,1560,2969,2626,1027,17451,1066,6567,2353,3250,964,3092,1008,1825,258,1979,727,1057,195,207,1885,1746,911,14726,2038,1507,2932,8249,38256,5608,20746,3914,128,16703,11903,11375,8564,155,2657,36310,5089,10051,4950,16220,1201,3408,3423,8189,70486,22686,3323,4796,2151,1103,11313,23486,18059,14400,3659,6255,298202,186547,19324,33212,134011,111655,96482,82180,14301,22565,2354,632,19579,14370,5952,4765,2626,1027,17451,16540,911,14726,1024,746,4707,8249,38256,4327,2712,5840,25378,11375,155,11220,36310,4922,5803,8925,16660,22686,745,2015,5596,14330,721864,39352,5051,34300,4950,2997,7761,2373,3172,1200,11848,346003,207616,138387
2006-01-01,10000,7840,3.16,0.63,0.63,0.51,1.41,55.2,77.8,20.1,294617,68039,5495,1872,2088,1199,336,7186,4516,1212,722,736,5856,4847,1008,3049,1351,1049,649,7973,4903,747,1164,1158,2521,2336,185,2797,268,2529,5878,7977,3349,4628,3124,844,651,1628,2824,13360,12307,1052,15841,10451,5391,1597,3793,28681,12027,7354,4403,4897,9033,2811,1564,647,600,1087,920,1912,1639,665,14446,371,6476,2040,3447,989,2820,849,1737,235,1251,455,677,119,176,1244,1407,701,12564,1665,1152,2269,7477,35064,5959,17105,3717,117,13270,12001,11683,9184,156,2344,28296,3600,5885,4229,14582,1751,3128,3160,6543,70969,21219,2735,3443,2240,991,11811,17181,27133,23979,3153,5436,244866,143329,13543,25194,104593,101537,68039,54679,13360,15841,830,767,14244,9033,3757,2973,1639,665,14446,13745,701,12564,843,446,3798,7477,35064,4141,1244,5464,24214,11683,156,11527,28296,3548,3871,5999,14878,21219,424,2148,4177,14471,720973,30713,3499,27214,4229,2124,7594,2548,2826,1137,6757,294617,174165,120452
2006-02-01,10000,7853,3.16,0.64,0.62,0.5,1.4,55.4,77.6,21.1,269418,64974,5636,2068,2124,1134,311,6860,4237,1215,674,735,5604,4573,1031,3081,1364,1052,664,7916,4927,720,1123,1147,2584,2427,157,2812,260,2552,5971,7602,3306,4296,2999,849,609,1540,2783,11125,10082,1044,16520,10881,5639,3002,2637,28563,11839,7608,3961,5156,8231,2628,1492,510,626,633,860,1681,1721,708,9848,241,4043,1300,2203,540,1795,495,1142,158,1004,284,650,70,268,768,1041,688,12331,1653,1092,1897,7689,32733,4681,17110,2922,154,14034,10942,12880,10610,146,2125,28586,3451,5340,4153,15642,1037,4478,3876,6252,54750,19737,2740,3174,1624,929,11270,15499,12968,9872,3096,6546,234405,134988,13693,18299,102995,99417,64974,53849,11125,16520,2777,225,13518,8231,3237,2565,1721,708,9848,9161,688,12331,682,362,3598,7689,32733,3298,1344,5082,23009,12880,146,12735,28586,3339,3011,6148,16088,19737,360,1631,3889,13858,720656,30257,3335,26922,4153,2538,8024,1923,2963,993,6329,269418,158262,111156
2006-03-01,10000,7859,3.16,0.64,0.63,0.51,1.39,55.4,77.6,20.8,313350,72917,6341,2463,2347,1223,308,7606,4709,1366,673,858,5946,4764,1182,3353,1470,1164,719,8419,5165,841,1180,1233,2866,2725,141,2997,273,2724,6905,8276,3571,4705,3461,997,693,1771,3196,13553,13003,550,18358,11228,7130,2734,4397,25805,10661,7201,3270,4672,9635,3064,2184,359,521,822,979,2027,1941,804,14298,450,6653,2177,3740,735,2526,735,1513,279,927,268,530,128,259,948,1678,857,12403,1825,1152,2214,7212,39030,6019,21823,5691,305,15827,11188,15343,10794,892,3658,32646,4462,6984,4596,16604,1652,4776,3664,6512,72915,21371,3340,3642,2445,986,10957,15470,22087,19009,3079,13986,261806,152702,18196,25245,109261,109105,72917,59364,13553,18358,2176,558,15624,9635,3792,3099,1941,804,14298,13440,857,12403,1020,337,3834,7212,39030,6314,1637,5629,25449,15343,892,14451,32646,4333,3858,7417,17039,21371,561,2316,4380,14114,720046,35513,4415,31098,4596,2063,9778,2264,3134,1101,8162,313350,177128,136222
2006-04-01,10000,7838,3.16,0.64,0.63,0.51,1.4,55.3,77.6,19.9,312872,71241,6279,2392,2340,1260,287,7313,4436,1384,647,845,6009,4736,1273,3303,1460,1143,701,8677,5509,774,1178,1216,2509,2385,124,3015,279,2735,6089,8156,3392,4764,3551,989,676,1886,3512,12827,12146,681,16999,10881,6117,1995,4123,23925,10104,6999,2119,4703,8712,2363,1633,263,467,817,548,2094,2035,855,13674,205,5323,1905,2724,694,2787,829,1659,299,1019,285,605,129,166,1091,1736,1348,11745,1600,1264,2029,6852,40880,7103,23325,6607,357,16361,10451,22054,18180,749,3126,33355,3231,7723,4399,18001,1443,5340,3185,8033,70288,21707,3001,3779,2248,925,11754,16181,15419,11325,4094,16981,264291,146461,16440,23692,106329,117830,71241,58413,12827,16999,1491,504,15004,8712,2940,2883,2035,855,13674,12326,1348,11745,949,281,3663,6852,40880,7217,1667,5599,26397,22054,749,21305,33355,3046,4085,7451,18772,21707,798,1947,4493,14469,719336,36522,3276,33246,4399,3165,9854,2910,3140,1499,8279,312872,164388,148484
2006-05-01,10000,7890,3.16,0.65,0.64,0.52,1.41,55.1,77.6,20.3,292114,74884,6359,2403,2336,1347,273,7266,4485,1314,637,830,6141,4831,1311,3422,1532,1167,723,8983,5790,749,1220,1224,2481,2358,123,3056,275,2781,6402,8221,3384,4837,4423,1565,678,2180,3403,14728,13432,1296,18566,11235,7332,2921,4411,21261,8940,6306,1104,4911,9021,2421,1585,389,447,808,568,2036,2261,926,14425,710,4925,1587,2724,615,3283,994,1959,330,1331,387,786,158,157,1036,1579,1403,12576,1726,1174,2051,7624,37400,6313,19040,3155,215,15670,12047,11535,8902,198,2435,33574,3265,7927,4490,17891,2024,5547,2927,7392,58872,21202,2971,3835,1933,1005,11459,14912,16179,12688,3491,6579,254445,143232,13516,23579,106137,111213,74884,60157,14728,18566,2361,560,15646,9021,3116,2717,2261,926,14425,13022,1403,12576,848,353,3751,7624,37400,3589,1377,5825,26609,11535,198,11337,33574,3113,3529,8091,18841,21202,489,2021,4593,14100,719281,36996,3308,33688,4490,2193,10743,2648,2805,1158,9650,292114,168749,123365
2006-06-01,10000,7864,3.16,0.65,0.64,0.51,1.42,55.1,77.9,20.5,280824,71197,6326,2369,2236,1485,236,6982,4236,1308,589,849,5946,4557,1389,3375,1569,1123,683,9033,5879,768,1166,1220,2784,2660,124,3257,338,2919,5609,7748,3030,4717,4215,1204,741,2271,3776,12146,11019,1127,19071,10920,8152,2653,5498,19230,7734,5614,708,5174,10143,3085,1429,1194,461,646,883,1961,2540,1029,14042,255,4696,1664,2468,564,3614,1416,1922,276,1496,504,818,174,179,1000,1725,1078,13616,1772,1202,1966,8676,36826,4800,20602,5318,270,15014,11423,8845,5874,175,2797,29329,2503,6211,4273,16342,1030,4705,3017,7591,58525,21728,2964,3762,1838,1630,11535,17737,13455,9771,3684,5605,244027,140407,14833,23360,102215,103620,71197,59051,12146,19071,1859,794,16418,10143,3523,3051,2540,1029,14042,12964,1078,13616,772,419,3748,8676,36826,5742,1300,5433,24350,8845,175,8670,29329,2328,3064,6902,17035,21728,608,1768,5136,14216,719390,32229,2498,29731,4273,3165,8354,2534,2855,1198,7351,280824,163563,117261
2006-07-01,10000,7845,3.16,0.65,0.63,0.51,1.43,55,77.9,20.3,292328,76334,6686,2383,2240,1818,245,6965,4126,1344,593,902,6140,4627,1513,3402,1626,1105,671,8497,5257,829,1197,1213,3337,3197,139,3383,474,2909,6143,8877,3375,5502,4718,1101,828,2789,4265,13922,12883,1038,19573,10793,8780,3697,5083,18095,7774,4791,656,4874,12280,4756,2040,1996,720,843,874,2158,2574,1074,14254,496,5015,1117,3157,742,3716,1172,2190,353,1442,458,841,143,164,888,1677,856,11432,1772,1147,1963,6550,41629,6329,23970,7277,181,16512,11330,9843,6538,193,3112,30552,2865,6358,4378,16951,1504,5599,2910,6938,58336,22714,3041,3788,2398,677,12811,16750,13753,10158,3595,5119,256706,149636,20182,25127,104327,107069,76334,62412,13922,19573,2620,1077,15876,12280,5392,3239,2574,1074,14254,13399,856,11432,924,230,3728,6550,41629,7684,1532,6210,26202,9843,193,9650,30552,2719,3334,6922,17578,22714,843,2317,4192,15362,719002,34206,2867,31340,4378,2064,10475,2684,2801,1137,7799,292328,164617,127711
2006-08-01,10000,7868,3.16,0.65,0.64,0.52,1.43,55,78.1,20.2,292087,79455,6222,2283,2129,1563,247,7084,4311,1347,592,835,6311,4946,1366,3384,1639,1085,660,8711,5500,768,1243,1200,4075,3950,125,3052,371,2681,7164,8713,3741,4972,4885,1186,752,2946,4173,15682,15156,526,17514,10580,6934,2043,4891,19661,9409,4397,491,5364,10697,3767,1858,1273,636,767,595,2128,2341,1099,10507,271,3825,1067,2288,470,2533,793,1545,195,1113,335,666,112,122,664,1321,657,12834,1787,1138,2274,7634,39488,7629,20315,4416,170,15730,11545,8266,5238,146,2883,33203,2533,6367,4292,20011,3326,5772,2568,8346,60460,22286,2983,3862,2207,953,12281,16102,16112,12896,3216,5959,253913,143588,15203,19646,108740,110325,79455,63774,15682,17514,1746,297,15471,10697,4435,2822,2341,1099,10507,9851,657,12834,1021,417,3761,7634,39488,4775,1183,7171,26359,8266,146,8120,33203,2391,2895,7351,20567,22286,834,2180,4535,14736,718840,37664,2684,34981,4292,3298,13283,2341,2397,962,8409,292087,173981,118106
2006-09-01,10000,7816,3.16,0.65,0.63,0.51,1.43,55,78.6,19.4,273194,70956,6644,3122,2114,1142,266,6742,4157,1200,636,748,5975,4712,1263,3400,1576,1122,702,8724,5572,748,1221,1184,3473,3364,108,2990,285,2705,5635,7999,3267,4733,3887,1015,688,2184,3095,12391,11377,1014,16498,10042,6457,2272,4184,19441,9962,4005,559,4915,8540,2317,1330,368,619,609,678,1836,2140,960,10914,341,4023,876,2498,648,2418,583,1600,234,1032,319,584,129,167,824,1397,713,13108,1648,1038,2402,8021,34497,6052,18050,3056,209,14785,10395,15932,13070,224,2638,28906,2720,6133,4410,15643,1377,4607,2998,6662,54402,19725,2887,3729,1765,987,10357,14714,11700,8557,3143,8263,238516,133464,12077,19848,101540,105052,70956,58564,12391,16498,1549,724,14226,8540,2821,2618,2140,960,10914,10201,713,13108,1100,483,3504,8021,34497,3434,1040,6150,23874,15932,224,15708,28906,2540,3012,7041,16312,19725,633,1769,4475,12848,718024,31770,2728,29042,4410,2045,8633,2293,2830,979,7853,273194,154702,118492
2006-10-01,10000,7866,3.16,0.65,0.64,0.51,1.41,55.2,78.4,20,294693,73468,7800,4125,2178,1185,311,7147,4379,1259,744,765,6225,4943,1283,3443,1537,1188,718,8868,5589,749,1244,1286,3171,3056,115,3191,273,2918,5669,8406,3453,4954,3781,1065,706,2009,3440,12327,11250,1078,18074,10358,7715,2153,5562,19100,8217,4264,854,5766,9952,3092,1823,856,413,839,972,1974,2126,950,14548,671,5688,1606,3136,946,3059,921,1832,306,1281,391,721,169,172,1067,1678,931,13148,1839,1363,2290,7656,39390,6610,20351,5057,223,15071,12430,15677,13029,200,2447,32242,2845,6242,4406,18749,1696,6016,2964,8072,59095,21531,2901,3876,2246,1002,11505,15067,13441,10042,3399,9055,257130,143761,15069,24432,104260,113369,73468,61141,12327,18074,1801,352,15920,9952,3800,3076,2126,950,14548,13616,931,13148,861,585,4046,7656,39390,5461,1326,5978,26624,15677,200,15476,32242,2689,3243,7063,19248,21531,456,2233,4606,14236,717884,35549,2887,32662,4406,2971,10720,2671,2869,1124,7902,294693,165286,129408
2006-11-01,10000,7828,3.16,0.66,0.64,0.51,1.4,55.2,78.6,19.9,282860,71557,6424,2632,2178,1243,371,7465,4417,1411,775,863,6299,4947,1352,3203,1385,1102,716,7942,4607,848,1206,1281,3074,2941,132,3431,371,3060,5694,8192,3255,4938,3510,1006,739,1765,3485,12840,11743,1097,17117,10682,6435,1941,4493,19844,7907,4948,1826,5163,10892,3754,1514,1583,657,1277,798,2142,2013,909,15118,247,6627,2420,3285,922,2761,857,1637,267,1395,456,778,162,179,1323,1496,1089,13832,1754,1130,1920,9028,39747,5852,20600,5413,166,15021,13295,9961,7072,157,2733,30552,3116,6786,4353,16297,1937,3971,3112,7277,54240,20063,2794,3882,1340,1050,10996,14032,14416,11107,3309,5728,248683,143194,16052,25105,102037,105490,71557,58718,12840,17117,1518,423,15175,10892,4602,3368,2013,909,15118,14029,1089,13832,664,335,3806,9028,39747,5738,1779,5856,26375,9961,157,9805,30552,2953,3761,7029,16809,20063,577,1410,4615,13461,718387,33712,3163,30549,4353,2036,9107,2797,2807,1008,8441,282860,162835,120025
2006-12-01,10000,7881,3.15,0.66,0.65,0.52,1.39,55.4,79.1,19.9,340959,96417,8251,2856,2250,1695,1452,13327,7306,2595,1569,1857,8668,6571,2097,3447,1479,1188,780,9525,5244,1376,1269,1636,4432,4069,363,4274,590,3684,8304,11738,3845,7893,4152,1205,986,1962,5524,14775,13715,1060,23313,11244,12069,5415,6654,23739,8970,5747,3782,5240,14064,4392,2562,1254,575,1504,1081,3143,2819,1125,17034,412,7114,2366,3643,1105,3129,1027,1815,287,1850,686,957,206,176,1734,1673,947,15256,2138,1218,2703,9197,39476,5184,21894,4488,203,17203,12398,9805,6467,193,3144,37462,4749,10865,4885,16963,1220,4284,3097,8363,64394,22943,3470,4562,2002,1061,11849,18229,18348,14714,3633,4874,299508,187776,20191,33923,133663,111732,96417,81642,14775,23313,3774,1641,17898,14064,5288,4832,2819,1125,17034,16087,947,15256,944,627,4488,9197,39476,4988,2502,6232,25754,9805,193,9611,37462,4551,6223,9237,17451,22943,645,2011,5313,14974,718773,40091,4704,35386,4885,3083,8364,2668,2826,1093,12467,340959,211005,129954
2007-01-01,10000,7781,3.15,0.66,0.66,0.53,1.37,55.5,79,19.4,296472,70547,5567,1826,2187,1191,363,7253,4503,1245,728,776,6170,5055,1115,2996,1298,1033,664,7716,4583,739,1262,1132,2695,2502,193,2871,241,2630,6040,8155,3302,4853,3255,894,673,1688,2946,14886,13786,1100,15317,10327,4990,1771,3219,26647,11046,7175,3427,5000,9257,2910,1660,681,569,639,955,2154,1786,813,15469,425,6783,2208,3597,978,3092,898,1933,260,1182,409,638,135,245,1305,1619,818,12335,1639,1126,2250,7320,37445,5842,19241,4880,123,14238,12362,10632,8157,138,2338,29817,3447,6634,4197,15539,1891,3314,3590,6744,69004,21128,2873,3619,2271,1016,11349,14950,27601,24419,3182,5325,248596,145799,14943,26503,104353,102797,70547,55662,14886,15317,1509,262,13547,9257,3442,3215,1786,813,15469,14651,818,12335,872,410,3733,7320,37445,5318,1538,5769,24820,10632,138,10495,29817,3333,4272,6262,15950,21128,469,2154,4356,14148,718761,32286,3273,29013,4197,2178,8129,2581,3153,1043,7732,296472,174612,121860
2007-02-01,10000,7785,3.15,0.65,0.66,0.54,1.38,55.5,79.9,18.9,272763,66085,5756,2141,2165,1115,336,6864,4230,1237,661,735,5783,4662,1121,3038,1286,1077,674,7373,4460,692,1131,1091,2688,2556,132,2878,259,2619,6184,7629,3314,4315,3126,857,621,1648,2879,11888,10773,1115,15471,10194,5278,2064,3214,26446,10845,7451,3030,5119,7682,1999,1347,244,407,663,682,1828,1755,755,11076,534,4976,1587,2682,707,1987,535,1286,166,851,235,526,91,174,871,1077,607,12346,1817,1005,2069,7455,35000,4786,19091,4586,205,14300,11124,12406,10139,138,2128,29317,2586,5917,4181,16633,1322,3849,4063,7399,56934,22835,2837,3565,1930,982,13521,13406,14991,11827,3163,5702,238665,135926,13631,20413,101881,102739,66085,54198,11888,15471,1839,225,13408,7682,2595,2576,1755,755,11076,10469,607,12346,852,344,3695,7455,35000,5010,1208,5230,23552,12406,138,12267,29317,2456,3606,6205,17050,22835,879,1986,4213,15757,718748,31042,2389,28652,4181,2911,7922,2213,3066,1003,7357,272763,159545,113219
2007-03-01,10000,7837,3.15,0.64,0.68,0.55,1.38,55.7,80.1,18.2,313563,74233,6376,2365,2417,1274,321,7711,4777,1381,687,866,6195,4939,1256,3329,1417,1178,734,8264,5045,802,1205,1213,2960,2829,131,3059,290,2769,7064,8456,3631,4825,3645,1050,665,1930,3418,13756,13151,604,18833,10211,8622,2265,6357,24804,10124,7074,2832,4775,8867,2553,1734,362,457,601,863,2165,2019,664,14769,551,6945,2327,3757,860,2452,696,1528,227,928,282,539,108,195,989,1783,926,13236,1893,1105,1981,8256,42674,6471,25300,8128,501,16672,10902,14911,10699,771,3441,32665,4098,7352,4448,16767,1576,4703,3604,6884,68571,24846,3337,3870,2796,1037,13806,13958,20964,17600,3364,8803,269838,154833,19241,26032,109560,115005,74233,60478,13756,18833,1928,337,16568,8867,3095,3088,2019,664,14769,13843,926,13236,822,241,3918,8256,42674,8922,1782,5528,26441,14911,771,14140,32665,3970,4060,7408,17227,24846,504,2681,4633,17027,718757,35933,4032,31901,4448,2103,9967,2855,3208,1074,8246,313563,176813,136749
2007-04-01,10000,7831,3.15,0.65,0.67,0.54,1.39,55.6,80.1,18.6,316163,71922,6324,2388,2365,1276,296,7283,4463,1331,674,815,6114,4826,1288,3231,1395,1132,704,8617,5511,748,1146,1211,2621,2496,125,3062,302,2761,6047,8185,3494,4691,3702,1068,643,1991,3496,13240,12566,674,17438,10318,7119,2572,4548,22726,9460,6794,1693,4779,9246,2711,1621,359,731,821,704,2052,2093,864,14132,274,5773,1823,3181,769,2766,836,1675,255,1070,313,630,126,185,1056,1683,1325,12516,1677,1131,2362,7345,40022,7213,21359,5970,424,14964,11450,25620,22163,736,2722,33612,2822,7988,4463,18339,1852,4690,3460,8338,68930,24211,2957,3918,2106,1036,14194,14298,16647,12318,4329,13774,271444,146803,16349,24750,105703,124641,71922,58682,13240,17438,1839,733,14866,9246,3370,2919,2093,864,14132,12807,1325,12516,956,542,3673,7345,40022,6769,1526,5489,26239,25620,736,24884,33612,2691,4044,7682,19195,24211,724,2180,4623,16683,718391,36599,2847,33752,4463,3245,9769,3008,3210,1374,8682,316163,166282,149881
2007-05-01,10000,7844,3.15,0.64,0.68,0.54,1.4,55.7,80.4,18.9,293231,75088,6359,2351,2356,1364,288,7434,4561,1357,670,846,6239,4876,1364,3325,1473,1133,719,9013,5827,742,1214,1230,2750,2622,128,3144,308,2836,6352,8065,3374,4690,4551,1549,706,2297,3489,14365,12948,1417,18427,10522,7905,2247,5658,21416,8877,6482,949,5107,9087,2536,1485,497,555,847,457,2023,2279,945,14395,167,4985,1574,2768,643,3526,1101,2110,316,1313,402,769,141,160,1139,1614,1491,13387,1730,1067,1878,8712,36059,5902,17882,2754,375,14752,12275,11859,9179,238,2441,34320,3121,7775,4348,19076,1792,5982,3404,7898,59194,24181,3104,3905,2429,1044,13700,14228,15290,11271,4019,5495,258218,142469,12460,23391,106618,115749,75088,60722,14365,18427,1861,385,16181,9087,3087,2776,2279,945,14395,12904,1491,13387,762,325,3588,8712,36059,3315,1186,5728,25829,11859,238,11620,34320,2948,3381,7934,20057,24181,486,2434,4713,16548,718248,37511,3142,34370,4348,2440,10957,2845,3076,1163,9540,293231,167665,125565
2007-06-01,10000,7850,3.15,0.63,0.67,0.54,1.41,55.7,80.1,19,280587,72229,6392,2293,2289,1533,278,7037,4232,1334,615,856,6026,4633,1393,3277,1466,1138,673,8659,5587,739,1182,1150,3006,2887,120,3298,361,2937,5716,7753,3069,4684,4366,1220,754,2392,4009,12690,11486,1204,17919,10426,7493,1992,5501,18698,7645,5383,573,5096,10407,3119,1545,1197,377,841,856,2114,2536,941,14547,427,4934,1763,2648,523,3784,1476,2063,244,1439,485,798,156,145,1034,1695,1089,13756,1791,1033,2355,8578,34992,4915,19530,4474,179,14877,10547,8775,6067,124,2584,30649,3187,6371,4138,16954,1112,5122,2916,7803,58616,23245,3079,3937,2402,1050,12777,15972,14684,10854,3830,4716,245216,141463,15148,24776,101540,103753,72229,59539,12690,17919,1661,331,15926,10407,3780,3150,2536,941,14547,13458,1089,13756,922,623,3633,8578,34992,4961,1628,5666,22736,8775,124,8651,30649,3054,3286,6647,17663,23245,769,2299,4698,15478,717976,33550,3243,30307,4138,3277,8791,2763,2817,1185,7337,280587,163575,117012
2007-07-01,10000,7847,3.15,0.63,0.67,0.54,1.41,55.7,80.2,18.6,291632,75363,6766,2329,2321,1831,286,7080,4142,1412,631,894,6349,4833,1517,3309,1523,1113,673,8393,5226,775,1197,1195,3421,3303,118,3441,508,2933,6123,8575,3337,5238,4480,1110,796,2574,4137,13288,12175,1113,17757,10242,7515,2665,4850,18073,7591,4794,517,5170,11536,4030,2257,1237,536,952,711,2100,2672,1070,13987,500,5006,1417,2991,598,3495,1013,2206,275,1293,403,745,145,263,867,1759,804,13313,1794,1066,2332,8122,40891,6323,22278,5940,263,16076,12290,9438,6182,175,3081,32141,4141,6654,4306,17040,1566,5295,3033,7145,59133,23689,2950,3856,2409,1094,13380,15341,14586,10678,3907,5518,256188,148804,19500,24811,104494,107384,75363,62074,13288,17757,2065,600,15092,11536,4723,3070,2672,1070,13987,13184,804,13313,1110,399,3682,8122,40891,6474,1727,6174,26516,9438,175,9263,32141,4025,3483,6991,17642,23689,1101,2349,4652,15586,717755,35656,4142,31514,4306,2248,10233,2648,2954,1020,8105,291632,166330,125302
2007-08-01,10000,7811,3.14,0.63,0.68,0.54,1.4,55.9,80.6,18.8,296035,80547,6229,2271,2174,1516,268,7068,4330,1250,610,879,6374,4962,1411,3325,1588,1096,641,8543,5380,749,1216,1199,4432,4311,122,3076,348,2728,7202,8527,3704,4823,5092,1211,762,3119,4381,16297,15807,490,17315,10139,7176,2975,4201,18891,9067,4242,345,5237,10931,4107,2096,1515,496,831,543,2130,2417,903,10683,614,3454,819,2175,460,2434,757,1486,191,1087,362,627,98,292,684,1421,698,13221,1650,1203,2071,8297,38804,7258,20022,3965,209,15848,11524,8148,5564,103,2482,36322,3583,6440,4217,22082,3734,6696,2995,8657,61172,23715,3027,3958,1796,1083,13850,15248,17157,13952,3205,5052,258578,144796,17053,19612,108132,113782,80547,64250,16297,17315,2593,382,14339,10931,4720,2892,2417,903,10683,9985,698,13221,923,338,3664,8297,38804,4366,1120,6984,26335,8148,103,8045,36322,3494,3050,7116,22662,23715,958,1845,4707,16204,717363,40053,3648,36405,4217,3482,14367,2423,2510,866,8540,296035,174824,121211
