,世帯数分布(抽出率調整),集計世帯数,世帯人員(人),18歳未満人員(人),65歳以上人員(人),うち無職者人員(人),有業人員(人),世帯主の年齢(歳),持家率(％),家賃・地代を支払っている世帯の割合(％),消費支出,食料,穀類,米,パン,麺類,他の穀類,魚介類,生鮮魚介,塩干魚介,魚肉練製品,他の魚介加工品,肉類,生鮮肉,加工肉,乳卵類,牛乳,乳製品,卵,野菜・海藻,生鮮野菜,乾物・海藻,大豆加工品,他の野菜・海藻加工品,果物,生鮮果物,果物加工品,油脂・調味料,油脂,調味料,菓子類,調理食品,主食的調理食品,他の調理食品,飲料,茶類,コーヒー・ココア,他の飲料,酒類,外食,一般外食,学校給食,住居,家賃地代,設備修繕・維持,設備材料,工事その他のサービス,光熱・水道,電気代,ガス代,他の光熱,上下水道料,家具・家事用品,家庭用耐久財,家事用耐久財,冷暖房用器具,一般家具,室内装備・装飾品,寝具類,家事雑貨,家事用消耗品,家事サービス,被服及び履物,和服,洋服,男子用洋服,婦人用洋服,子供用洋服,シャツ・セーター類,男子用シャツ・セーター類,婦人用シャツ・セーター類,子供用シャツ・セーター類,下着類,男子用下着類,婦人用下着類,子供用下着類,生地・糸類,他の被服,履物類,被服関連サービス,保健医療,医薬品,健康保持用摂取品,保健医療用品・器具,保健医療サービス,交通・通信,交通,自動車等関係費,自動車等購入,自転車購入,自動車等維持,通信,教育,授業料等,教科書・学習参考教材,補習教育,教養娯楽,教養娯楽用耐久財,教養娯楽用品,書籍・他の印刷物,教養娯楽サービス,宿泊料,パック旅行費,月謝類,他の教養娯楽サービス,その他の消費支出,諸雑費,理美容サービス,理美容用品,身の回り用品,たばこ,他の諸雑費,こづかい(使途不明),交際費,贈与金,他の交際費,仕送り金,財・サービス支出計,財(商品),耐久財,半耐久財,非耐久財,サービス,食料(財・サービス),非耐久財(食料),サービス(食料),住居(財・サービス),耐久財(住居),半耐久財(住居),サービス(住居),家具・家事用品(財・サービス),耐久財(家具・家事用品),半耐久財(家具・家事用品),非耐久財(家具・家事用品),サービス(家具・家事用品),被服及び履物(財・サービス),半耐久財(被服及び履物),サービス(被服及び履物),保健医療(財・サービス),耐久財(保健医療),半耐久財(保健医療),非耐久財(保健医療),サービス(保健医療),交通・通信(財・サービス),耐久財(交通・通信),半耐久財(交通・通信),非耐久財(交通・通信),サービス(交通・通信),教育(財・サービス),非耐久財(教育),サービス(教育),教養娯楽(財・サービス),耐久財(教養娯楽),半耐久財(教養娯楽),非耐久財(教養娯楽),サービス(教養娯楽),諸雑費(財・サービス),耐久財(諸雑費),半耐久財(諸雑費),非耐久財(諸雑費),サービス(諸雑費),調整集計世帯数,教養娯楽関係費,耐久財(教養娯楽関係費),他の教養娯楽関係費,読書,聴視・観覧,旅行,スポーツ,月謝,会費・つきあい費,その他の教養娯楽,消費支出(再掲),基礎的支出,選択的支出
2009-09-01,10000,7847,3.1,0.65,0.67,0.54,1.37,56.1,80.1,18.8,277110,72296,7087,3190,2309,1275,314,6409,3891,1110,663,744,6061,4765,1296,3345,1448,1198,699,8522,5588,665,1134,1135,3479,3359,120,3164,348,2816,6134,7929,3389,4540,3868,977,737,2155,3118,13179,12067,1112,14936,9746,5190,1319,3871,17964,8914,3766,306,4979,9388,2852,1675,401,776,656,585,1930,2417,947,10326,270,3529,767,2179,582,2277,621,1453,203,1003,283,602,119,135,793,1642,677,13284,2085,1103,2484,7612,38078,5906,20578,5568,215,14795,11594,14332,11512,206,2614,32069,3773,6233,4077,17986,1816,5672,2984,7513,54437,21717,2837,3976,1881,920,12102,11943,12227,8755,3472,8550,244390,135962,15427,19700,100835,108428,72296,59116,13179,14936,993,326,13617,9388,3397,2626,2417,947,10326,9649,677,13284,918,528,4226,7612,38078,5924,1748,5341,25065,14332,206,14126,32069,3650,2941,6988,18490,21717,544,1881,4576,14715,704145,35114,3798,31316,4077,2188,10301,2405,2889,1012,8443,277110,154620,122490
2009-10-01,10000,7846,3.1,0.64,0.67,0.54,1.37,56,79.9,18.8,287789,73564,7910,3761,2423,1392,335,6712,4017,1197,746,752,6497,5165,1332,3422,1462,1216,744,8558,5428,732,1170,1228,2942,2822,120,3446,339,3107,6030,8269,3490,4779,3658,992,753,1913,3412,12707,11599,1108,17473,9749,7724,2239,5485,18001,8198,4034,653,5115,9732,2691,1638,672,381,883,800,2100,2249,1009,12919,87,4979,1490,2758,731,2837,880,1700,257,1299,409,738,152,197,1074,1614,832,13597,2187,1140,2301,7970,38842,5849,21717,7049,217,14451,11277,16319,13616,170,2533,30418,2798,6178,4229,17213,1652,4375,2915,8270,56925,22330,2989,4120,1993,981,12248,13208,12627,9225,3403,8758,253195,141906,16283,22971,102652,111289,73564,60856,12707,17473,1848,391,15234,9732,3289,3185,2249,1009,12919,12087,832,13597,822,471,4334,7970,38842,7360,1860,5291,24331,16319,170,16149,30418,2657,3016,6911,17835,22330,307,1961,4840,15222,704129,33286,2812,30474,4229,3131,8648,2494,2890,974,8108,287789,159333,128456
2009-11-01,10000,7822,3.1,0.64,0.67,0.54,1.37,56,80.2,18.1,284740,72721,6971,2815,2323,1429,404,7026,4075,1344,772,835,6579,5142,1437,3279,1373,1196,711,7966,4801,811,1140,1214,2996,2865,131,3574,369,3205,6096,8119,3370,4750,3466,957,801,1709,3533,13115,11964,1151,17934,9567,8367,2401,5967,19251,7891,4612,1478,5269,10974,3580,1700,1310,570,1202,947,2188,2194,862,14403,246,5918,1877,3183,857,2617,813,1552,252,1464,516,794,154,191,1384,1642,942,14460,1997,1056,1963,9444,37100,5136,17952,3412,194,14346,14012,10473,7493,110,2870,32851,5081,6366,4198,17207,1971,4296,3011,7929,54573,24160,2834,4008,1776,972,14569,11880,13520,10303,3216,5013,254328,143370,17104,24152,102114,110957,72721,59606,13115,17934,2107,294,15533,10974,4542,3376,2194,862,14403,13462,942,14460,665,254,4097,9444,37100,3818,1690,5257,26336,10473,110,10363,32851,4918,3323,6869,17742,24160,1054,1755,4731,16621,703662,35954,5258,30696,4198,2318,9128,2553,2856,1027,8617,284740,165411,119329
2009-12-01,10000,7870,3.1,0.64,0.66,0.54,1.37,55.9,80.5,18.9,337887,94670,8313,2635,2384,1877,1415,12112,6320,2443,1686,1662,8950,6729,2221,3476,1403,1292,780,9431,5378,1316,1178,1559,3913,3582,331,4305,492,3813,8682,11355,3876,7479,4089,1193,966,1929,5250,14794,13749,1045,19344,10427,8917,3088,5829,22375,8973,5524,2766,5112,13734,4256,2457,1248,552,1128,1193,3178,2808,1171,16076,899,6203,2156,3171,875,2838,887,1732,219,1770,682,897,191,179,1702,1670,815,14483,2261,1335,2451,8436,43460,4758,26107,8653,291,17163,12596,10495,6832,116,3546,38717,6432,10140,4777,17369,1303,3099,3545,9421,64533,25397,3341,4926,2242,1073,13815,16402,17970,14372,3598,4764,298751,187056,25090,31795,130171,111695,94670,79876,14794,19344,2498,590,16256,13734,5010,4746,2808,1171,16076,15261,815,14483,845,486,4716,8436,43460,9195,2970,5696,25599,10495,116,10378,38717,6325,5593,8903,17896,25397,1217,2149,5680,16351,704034,40642,6496,34146,4777,3392,6894,2504,2927,1133,12518,337887,200739,137147
2010-01-01,10000,7801,3.09,0.64,0.66,0.53,1.37,55.8,79.9,18.7,291918,69851,5795,1815,2255,1369,355,6573,3992,1140,718,723,6162,5025,1137,3018,1254,1111,653,7634,4768,702,1089,1076,2520,2331,189,3116,297,2820,6395,7786,3300,4486,3252,917,741,1593,2877,14723,13586,1137,16296,9963,6333,2031,4303,26138,11406,6852,3005,4875,9624,3374,1770,935,669,887,598,2068,1845,850,13760,109,6344,1821,3555,968,2529,772,1574,183,1105,388,611,106,165,1248,1568,691,12463,2059,1014,2281,7110,38389,5077,21415,6821,118,14476,11897,11259,8334,141,2784,30443,4469,6701,4000,15274,1489,3138,3299,7347,63695,21677,2761,3730,1965,991,12231,13432,24508,21089,3419,4077,249901,146575,18816,24768,102990,103326,69851,55128,14723,16296,1739,291,14266,9624,4099,2829,1845,850,13760,13069,691,12463,1015,292,4046,7110,38389,7167,1905,5263,24055,11259,141,11118,30443,4379,4309,6073,15682,21677,417,2073,4356,14832,703912,32524,4397,28127,4000,2273,7028,2456,2925,1031,8414,291918,163866,128052
2010-02-01,10000,7827,3.09,0.64,0.65,0.53,1.37,55.8,79.9,18.4,261163,65125,5848,1980,2231,1281,356,6174,3720,1089,660,704,5796,4667,1130,3034,1207,1156,671,7596,4833,673,1048,1041,2543,2395,148,2994,294,2700,6388,7320,3287,4032,3052,875,662,1515,2870,11510,10417,1093,14584,9671,4914,1462,3452,26596,11545,7164,2940,4948,8104,2612,1585,591,436,494,568,1812,1817,802,9939,480,4332,1367,2385,580,1761,522,1096,144,762,242,437,82,164,816,1122,503,11834,2056,1029,2165,6584,35450,4318,19675,5285,188,14201,11457,11727,9321,95,2311,29011,3601,5546,3840,16024,1345,3831,3545,7303,48793,20001,2697,3616,1564,998,11126,12293,11940,8697,3243,4559,232371,134694,14793,18799,101102,97677,65125,53615,11510,14584,1241,221,13122,8104,3047,2439,1817,802,9939,9436,503,11834,844,428,3979,6584,35450,5739,1521,4923,23266,11727,95,11632,29011,3504,3228,5797,16481,20001,417,1527,4280,13777,703736,30935,3576,27359,3840,3063,7718,1651,2745,1012,7331,261163,144612,116551
2010-03-01,10000,7829,3.09,0.63,0.66,0.53,1.37,56,79.6,18.8,319991,72571,6578,2248,2518,1447,364,6944,4139,1275,701,829,6180,4909,1270,3296,1301,1278,718,8444,5394,774,1136,1139,2663,2534,129,3268,329,2939,7189,7925,3400,4524,3509,1020,723,1766,3153,13422,12824,598,18506,10340,8167,2011,6156,26131,10880,7475,2537,5238,10173,3210,1817,741,653,692,942,2202,2108,1019,13853,236,6658,2512,3402,744,2232,683,1322,226,914,280,511,123,173,1012,1823,805,12773,2366,1169,2170,7069,47118,6034,28139,10087,503,17549,12946,16229,11578,878,3773,36181,6628,7040,4576,17937,1800,4848,3626,7663,66454,26363,3138,4146,2218,1063,15798,13072,17242,13689,3553,9778,279899,160233,24545,24824,110864,119666,72571,59149,13422,18506,1820,191,16496,10173,3932,3114,2108,1019,13853,13048,805,12773,830,421,4453,7069,47118,11008,2081,5739,28289,16229,878,15351,36181,6523,3730,7507,18422,26363,432,2239,4899,18793,704262,38939,6512,32427,4576,2450,9789,2473,3303,1119,8716,319991,168521,151469
2010-04-01,10000,7793,3.09,0.63,0.67,0.54,1.37,56.2,79.7,18.7,299996,69356,6418,2259,2468,1364,327,6489,3818,1181,662,827,6000,4731,1268,3232,1299,1252,681,8675,5746,729,1090,1110,2449,2320,128,3105,302,2803,6199,7641,3315,4326,3515,959,731,1826,3221,12413,11791,622,19506,9988,9518,1888,7630,23831,10367,6858,1832,4775,9102,2914,1914,525,475,558,454,2135,2115,926,11333,168,4419,1378,2510,531,2248,629,1391,227,859,252,491,116,138,909,1563,1029,12869,2233,1197,2778,6662,37077,6676,18562,3135,403,15024,11840,22798,18609,689,3500,32179,3566,7520,4242,16851,1386,3497,3274,8694,61943,22035,2937,3846,1673,994,12585,12785,14997,10532,4465,12126,260088,139961,13458,21206,105297,120127,69356,56943,12413,19506,1537,351,17619,9102,3225,2837,2115,926,11333,10304,1029,12869,925,995,4288,6662,37077,3836,1465,5566,26210,22798,689,22109,32179,3460,3591,7283,17845,22035,475,1663,4582,15315,704439,34967,3565,31402,4242,3416,7618,2547,3228,1335,9015,299996,157531,142465
2010-05-01,10000,7806,3.09,0.63,0.68,0.55,1.36,56.4,79.8,19,280714,74946,6596,2282,2507,1504,303,6665,3973,1218,660,814,6321,4932,1389,3377,1372,1273,732,9005,6001,713,1120,1170,2559,2432,127,3313,341,2972,6727,7920,3456,4464,4234,1374,745,2115,3442,14786,13421,1365,17161,10027,7133,1930,5204,21624,9350,6405,974,4895,8496,1812,1114,303,394,650,661,2139,2397,837,12925,132,4469,1338,2567,564,3083,929,1875,278,1167,358,658,150,159,1052,1588,1276,11668,2280,1240,2043,6105,38797,4917,22090,5885,300,15905,11790,9556,7169,183,2204,33668,3980,7777,4122,17789,2220,4263,3124,8183,51874,21729,2936,4134,2082,985,11592,11623,12839,9088,3751,5683,250569,145272,15361,22258,107653,105297,74946,60159,14786,17161,1563,367,15231,8496,2309,2953,2397,837,12925,11649,1276,11668,902,299,4362,6105,38797,6464,1663,6209,24460,9556,183,9373,33668,3804,3236,7851,18777,21729,319,2091,4868,14451,704750,36311,3880,32431,4122,2550,9102,2735,2862,1182,9877,280714,154705,126009
2010-06-01,10000,7802,3.09,0.63,0.69,0.55,1.36,56.6,80.1,18.6,276494,70176,6563,2285,2402,1612,264,6183,3674,1152,602,754,5882,4492,1390,3336,1411,1245,680,8808,5829,703,1111,1164,2763,2645,118,3385,349,3036,5919,7597,3061,4536,4240,1158,761,2321,3761,11738,10560,1179,20616,10165,10450,2329,8121,19135,7872,5474,602,5187,11034,3912,1589,1835,488,622,592,2068,2661,1178,12290,114,4169,1310,2368,492,3006,1093,1710,203,1192,440,611,140,151,952,1632,1073,12369,2301,1374,2017,6677,37174,4298,21039,5439,212,15387,11837,7471,4717,94,2660,32114,3513,5894,4037,18670,1083,5922,3166,8499,54115,23117,2891,4073,1810,913,13430,13975,12387,8503,3884,4636,245496,139959,17048,21175,101736,105537,70176,58438,11738,20616,2009,320,18287,11034,4419,2776,2661,1178,12290,11217,1073,12369,684,542,4466,6677,37174,5968,1638,5687,23881,7471,94,7377,32114,3376,2806,6566,19367,23117,593,1876,4689,15959,704254,34916,3542,31374,4037,3821,9451,2264,3019,1190,7591,276494,154948,121546
2010-07-01,10000,7775,3.09,0.63,0.69,0.56,1.35,56.5,79.9,18.4,285274,74628,6708,2183,2365,1895,265,6131,3518,1203,603,807,6133,4631,1502,3336,1465,1202,669,8031,5172,708,1100,1050,3389,3263,125,3396,400,2996,6410,8834,3429,5405,4915,1152,801,2962,4110,13235,12142,1093,16381,9907,6475,2132,4342,17769,8122,4579,412,4657,13128,5548,2462,2628,459,752,682,2175,2799,1171,12983,788,4216,1066,2529,622,3149,1004,1895,250,1339,435,772,132,133,918,1597,844,13221,2508,1379,2234,7100,41723,5389,25234,8274,314,16646,11099,8309,5297,145,2867,31943,3874,6413,4083,17573,1772,4998,3199,7604,55189,23404,3095,4353,2011,921,13024,13817,13760,10264,3496,4208,253489,150432,22152,23546,104733,103057,74628,61393,13235,16381,1714,418,14249,13128,6079,3079,2799,1171,12983,12140,844,13221,992,414,4715,7100,41723,8830,2277,6197,24419,8309,145,8163,31943,3745,3344,6756,18097,23404,792,1875,4959,15778,703971,35113,3933,31180,4083,2406,9805,2771,2925,1038,8152,285274,155099,130175
2010-08-01,10000,7810,3.09,0.63,0.68,0.55,1.35,56.5,80,19.4,293361,78692,6316,2114,2250,1680,272,6344,3772,1164,607,801,6235,4773,1461,3374,1538,1175,661,8147,5289,680,1099,1079,3965,3852,113,3204,357,2847,7547,8802,3840,4962,5126,1160,774,3193,4096,15535,14905,630,20245,10309,9937,3989,5947,19815,10273,3935,314,5294,11472,4725,2330,1948,448,494,533,2111,2566,1041,9205,192,3145,901,1857,386,2208,664,1355,189,1012,317,596,99,104,653,1282,608,11280,2436,1160,1808,5875,42780,6318,23977,7451,226,16300,12485,7552,4801,75,2677,36683,4218,6595,4060,21810,3650,6487,2602,9071,55636,23900,2799,4126,1922,1014,14039,12554,14637,11403,3234,4545,261624,150019,22302,18980,108736,111605,78692,63157,15535,20245,3359,630,16256,11472,5078,2786,2566,1041,9205,8596,608,11280,737,250,4419,5875,42780,7982,1770,6692,26337,7552,75,7477,36683,4054,3026,7185,22419,23900,1092,1922,4828,16057,703713,40566,4113,36453,4060,3575,14097,2524,2294,916,8987,293361,166521,126839
2010-09-01,10000,7833,3.09,0.63,0.68,0.56,1.34,56.4,79.9,19.1,275367,70544,6719,2927,2237,1280,275,6125,3697,1069,642,717,6038,4726,1312,3360,1446,1220,694,8352,5538,650,1075,1090,3348,3245,103,3042,289,2753,5806,7970,3253,4717,4213,981,719,2514,3264,12306,11237,1069,17495,10173,7321,2156,5166,20597,11533,3561,321,5182,9725,3666,2244,1116,306,485,540,1870,2340,825,9688,406,3320,895,1942,483,2007,562,1275,169,974,296,573,106,115,788,1467,609,12236,2288,1157,1839,6951,38699,5529,21699,6600,215,14884,11471,12538,10001,181,2355,30482,3979,5910,3939,16653,1476,4667,3194,7317,53365,23947,2743,4083,1474,2259,13388,11553,10600,7380,3220,7264,245949,140086,18020,18104,103962,105863,70544,58238,12306,17495,1831,325,15339,9725,4031,2529,2340,825,9688,9079,609,12236,796,282,4208,6951,38699,7059,1482,5819,24339,12538,181,12356,30482,3856,2899,6527,17200,23947,447,1509,6053,15939,704051,33165,3958,29208,3939,2246,8716,2309,2985,999,8014,275367,149531,125836
2010-10-01,10000,7842,3.09,0.62,0.68,0.55,1.36,56.4,79.6,18.8,287433,73492,7402,3305,2381,1384,332,6361,3791,1122,741,707,6426,5120,1306,3385,1392,1258,735,8979,5966,693,1126,1195,3048,2926,122,3367,303,3064,5972,8485,3513,4972,3789,946,759,2085,3363,12916,11826,1091,16002,10130,5872,2004,3868,19379,9584,3782,764,5249,10565,3534,1711,1047,776,867,968,2093,2307,795,13480,284,5327,1628,2861,838,2740,817,1665,258,1419,421,808,191,154,1073,1675,808,12562,2325,1327,1893,7017,36592,5847,19804,4465,253,15087,10941,15740,13332,210,2197,33491,5556,5972,4094,17869,1479,4788,2960,8642,56129,21396,2939,4242,1969,414,11832,12702,13066,9506,3560,8964,252700,144470,17255,23462,103753,108230,73492,60576,12916,16002,1664,340,13998,10565,4052,3410,2307,795,13480,12672,808,12562,701,330,4514,7017,36592,4937,1691,5715,24250,15740,210,15529,33491,5420,2977,6688,18407,21396,482,2042,4364,14509,703898,36232,5480,30751,4094,3280,9051,2548,2692,1021,8065,287433,153175,134258
2010-11-01,10000,7834,3.08,0.62,0.67,0.56,1.35,56.4,79.1,19.6,284212,71295,6680,2692,2268,1368,353,6542,3707,1282,760,793,6464,5019,1444,3228,1288,1234,707,8368,5375,725,1092,1175,2949,2807,142,3489,330,3159,5898,8135,3326,4808,3388,875,754,1759,3341,12813,11698,1115,20218,10438,9780,2506,7274,19803,8274,4531,1707,5291,11796,4647,2443,1713,491,1090,769,2139,2154,997,13258,256,5408,1843,2775,790,2500,756,1545,199,1367,482,747,138,144,1287,1441,854,13445,2315,1148,2089,7893,36724,4891,18046,3310,203,14533,13786,9184,6539,103,2542,36677,9437,6280,4041,16920,1610,4574,2884,7851,51811,22819,2698,4221,1654,704,13541,11884,12652,9402,3251,4455,255220,146995,21815,23538,101642,108225,71295,58482,12813,20218,2001,505,17712,11796,5450,3196,2154,997,13258,12404,854,13445,561,622,4369,7893,36724,3783,1981,5441,25519,9184,103,9081,36677,9292,3271,6624,17490,22819,728,1558,4667,15866,705133,39291,9408,29882,4041,2205,8839,2379,2737,954,8727,284212,160426,123786
2010-12-01,10000,7857,3.08,0.62,0.68,0.56,1.34,56.3,78.7,20.2,327006,94091,8016,2521,2294,1863,1338,11748,6175,2314,1643,1617,8660,6517,2143,3444,1329,1322,793,9708,5754,1283,1184,1487,4216,3830,386,4276,507,3769,8411,11451,3773,7678,4036,1109,945,1981,5294,14831,13776,1055,21289,10844,10445,3510,6935,22605,9000,5555,3051,4999,13676,4629,2432,1745,452,1004,1377,2896,2743,1027,13636,96,5576,1727,2977,872,2441,708,1539,195,1520,563,783,174,155,1412,1620,815,14505,2556,1329,2504,8116,38884,4792,21485,4551,148,16786,12607,8460,5576,118,2766,37280,5059,9922,4509,17789,1217,3347,3564,9662,62580,25454,3326,5028,2249,865,13986,15916,15745,12353,3392,5465,289880,179372,20548,28999,129826,110508,94091,79260,14831,21289,2591,919,17779,13676,5633,4272,2743,1027,13636,12821,815,14505,933,431,5026,8116,38884,5068,3014,5876,24926,8460,118,8342,37280,4922,5406,8665,18287,25454,1401,2135,5533,16385,705567,39398,5068,34331,4509,3314,7504,2661,2760,1092,12492,327006,190912,136094
2011-01-01,10000,7790,3.08,0.63,0.67,0.55,1.33,56.2,79,19.2,289191,68124,5488,1585,2192,1342,370,6176,3728,1076,696,675,6183,5033,1150,2994,1161,1154,679,7566,4799,669,1055,1043,2458,2278,180,3104,262,2842,6078,7892,3272,4620,3312,876,746,1690,2800,14073,13000,1073,16478,10169,6309,3339,2970,27415,11622,6865,3917,5011,9198,3316,1720,1051,545,601,726,2068,1840,648,13247,149,5765,1536,3374,854,2604,728,1661,214,1199,401,663,135,146,1347,1553,485,12882,2275,1070,2498,7039,37964,5352,20172,5096,171,14906,12440,10738,8014,136,2588,28559,3728,5867,4040,14924,1887,2519,3344,7174,64586,22392,2545,3705,2054,887,13200,12434,23794,20614,3179,5966,246998,145369,17422,24263,103684,101628,68124,54051,14073,16478,3123,216,13139,9198,3753,2957,1840,648,13247,12762,485,12882,965,420,4457,7039,37964,5509,2148,5526,24780,10738,136,10602,28559,3608,3650,5953,15348,22392,464,2108,4307,15513,705868,31112,3565,27547,4040,2199,7361,2281,2961,1026,7679,289191,163911,125280
2011-02-01,10000,7808,3.09,0.63,0.68,0.55,1.33,56.5,79.2,19.3,260793,65146,5593,1788,2193,1258,354,5877,3481,1063,636,698,5777,4638,1139,3004,1122,1208,675,7716,4983,670,1008,1055,2583,2422,161,3079,280,2799,6252,7648,3424,4224,3293,878,776,1638,2767,11558,10442,1116,16417,10512,5905,1788,4117,28520,12369,7338,3622,5190,8039,2463,1392,771,300,540,576,1702,1951,808,9287,331,4076,1186,2300,589,1544,424,977,143,779,256,449,74,185,758,1021,593,12211,2163,1123,2027,6898,34697,4237,18836,4521,183,14131,11624,10049,7946,140,1962,28535,3243,5165,3851,16276,1211,4019,3409,7637,47891,20276,2835,3919,1378,839,11305,11768,11745,8583,3162,4102,233179,135278,13931,17250,104097,97900,65146,53589,11558,16417,1637,152,14629,8039,2822,2458,1951,808,9287,8694,593,12211,785,297,4230,6898,34697,4956,1371,5389,22982,10049,140,9909,28535,3104,2852,5852,16727,20276,627,1425,4427,13797,706825,30477,3101,27376,3851,2993,7634,1867,2926,989,7116,260793,148716,112077
2011-03-01,10000,7474,3.09,0.63,0.69,0.56,1.33,56.6,79.2,19,291900,70489,7177,2535,2558,1665,419,6490,3701,1228,676,885,6237,4917,1320,3222,1246,1219,757,8422,5433,770,1064,1156,2676,2514,162,3418,306,3112,6634,8176,3528,4648,3801,993,753,2055,3016,11221,10650,571,15355,10442,4912,1201,3711,26562,11045,7124,3524,4869,9561,2949,1552,586,812,546,724,2127,2359,857,11574,465,5285,1822,2781,682,1863,602,1054,208,835,257,475,104,152,854,1519,600,13611,2560,1104,2116,7831,40945,5520,23604,6225,414,16966,11820,12891,8552,714,3624,29080,4516,6578,4092,13895,1091,3136,3099,6568,61832,23676,2734,3889,1662,1089,14302,11829,17710,14691,3019,8617,253744,150058,17264,21515,111280,103686,70489,59268,11221,15355,936,265,14154,9561,3565,2780,2359,857,11574,10974,600,13611,651,298,4832,7831,40945,7028,2142,5935,25840,12891,714,12177,29080,4422,3387,6909,14362,23676,661,1671,4700,16644,706988,31834,4376,27458,4092,2009,7342,2263,2835,978,7938,291900,165564,126335
2011-04-01,10000,7475,3.09,0.63,0.68,0.56,1.32,56.6,79,19.5,292559,68368,6178,2018,2501,1345,314,6007,3518,1141,623,725,6186,4849,1337,3212,1248,1201,763,8295,5485,653,1064,1094,2455,2316,139,3125,307,2819,6220,7970,3441,4528,3642,978,682,1982,3272,11806,11226,580,18047,10458,7589,2543,5046,23526,10152,6756,2022,4596,8889,2468,1445,495,529,573,671,2212,2150,815,11796,92,4451,1197,2596,658,2527,717,1563,247,952,304,524,124,143,958,1647,1027,13309,2342,1137,1968,7862,36782,5966,19765,4210,542,15013,11051,20296,16653,744,2900,30627,3167,7258,3999,16203,958,3500,3243,8503,60920,23248,2896,3891,1656,912,13894,11551,14558,10450,4108,11563,254888,140098,14171,21299,104627,114790,68368,56562,11806,18047,1869,674,15504,8889,2989,2936,2150,815,11796,10769,1027,13309,863,278,4306,7862,36782,5088,1653,5607,24434,20296,744,19553,30627,2999,3352,7230,17046,23248,364,1639,4502,16742,707417,32731,3044,29687,3999,3340,6822,2649,2981,1218,8679,292559,155829,136730
2011-05-01,10000,7552,3.09,0.63,0.69,0.56,1.33,56.7,78.7,19.8,276159,72572,6261,1943,2518,1510,291,6235,3635,1194,646,761,6397,4955,1442,3386,1308,1303,774,8503,5582,663,1088,1170,2598,2463,135,3319,330,2990,6570,8027,3494,4533,4226,1304,754,2168,3346,13703,12339,1364,18511,10502,8009,3107,4903,21144,8824,6068,1144,5107,10061,2758,1473,763,522,899,631,2250,2573,951,12692,59,4418,1301,2546,571,3016,923,1842,250,1231,398,694,140,149,1022,1667,1131,11999,2298,1080,2162,6458,34974,4699,17789,2697,271,14820,12486,10901,8259,245,2398,30002,2660,7345,4028,15970,1892,3362,2923,7793,53304,22664,2726,4145,1667,981,13145,11245,13723,10104,3619,5672,245519,140180,12773,22026,105381,105338,72572,58869,13703,18511,2572,535,15404,10061,3370,3167,2573,951,12692,11561,1131,11999,786,550,4205,6458,34974,3173,1402,5896,24502,10901,245,10657,30002,2600,3038,7630,16734,22664,272,1774,4820,15799,707862,32802,2772,30030,4028,2330,7854,2554,2866,1106,9293,276159,155846,120313
2011-06-01,10000,7597,3.09,0.63,0.69,0.56,1.34,56.7,79.1,19.5,265807,69241,6177,1955,2319,1631,272,5993,3452,1177,610,754,6150,4743,1407,3288,1289,1269,731,8550,5693,648,1078,1131,2648,2520,128,3425,349,3077,5663,7670,3182,4488,4446,1151,763,2532,3617,11615,10478,1137,18306,10608,7698,2256,5441,18706,7644,5177,730,5155,11649,3872,1788,1735,349,853,908,2270,2794,951,12065,130,3885,1296,2095,495,3109,1107,1812,189,1323,468,701,154,126,945,1607,940,12227,2381,1316,1963,6568,33289,4417,17295,3669,188,13439,11577,7437,5055,101,2281,29928,3470,6029,3891,16538,951,4549,2866,8172,52959,22515,2866,4209,1592,1045,12803,13040,11615,8191,3423,5790,235363,136658,15096,20889,100673,98704,69241,57626,11615,18306,1909,347,16049,11649,4485,3418,2794,951,12065,11125,940,12227,855,328,4476,6568,33289,4040,1104,5617,22527,7437,101,7336,29928,3303,2911,6413,17301,22515,504,1655,4940,15417,708228,32710,3499,29211,3891,3246,7960,2309,2740,1052,8014,265807,150504,115303
2011-07-01,10000,7656,3.08,0.61,0.71,0.58,1.34,57,78.8,19.5,280046,75050,6671,2053,2313,2058,247,5942,3339,1188,605,809,6179,4625,1554,3353,1421,1243,689,8291,5359,683,1100,1148,3433,3291,143,3351,367,2984,6333,9071,3607,5464,5092,1134,813,3144,3975,13359,12425,933,18994,10279,8716,2409,6307,17871,8163,4431,497,4780,12934,4820,2168,2271,381,987,865,2274,2818,1169,12688,322,4352,1119,2650,583,3238,1050,1947,241,1380,463,798,119,111,889,1659,737,12943,2435,1277,2308,6923,35724,5124,19546,4144,273,15129,11054,8784,5514,140,3130,32956,4287,5937,3900,18831,1648,5969,3444,7770,52103,22544,3012,4449,1860,1149,12073,13717,12031,8760,3272,3811,250487,145342,17752,22740,104849,105146,75050,61692,13359,18994,2109,300,16585,12934,5453,3494,2818,1169,12688,11950,737,12943,843,631,4547,6923,35724,4726,1353,6258,23387,8784,140,8644,32956,4133,3158,6248,19416,22544,488,1855,5276,14926,708532,35626,4267,31359,3900,2348,10473,2500,2885,1105,8149,280046,156647,123400
